transtime_30sec,Link_ID,%_green,%_amber,%_red
0 days 08:58:00.000000000,349154287#5,83.33,10,6.67
0 days 08:58:00.000000000,5677903#1,83.33,10,6.67
0 days 08:58:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:58:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:58:30.000000000,221723366,83.33,10,6.67
0 days 08:58:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:58:30.000000000,349154287#5,83.33,10,6.67
0 days 08:58:30.000000000,5677903#1,83.33,10,6.67
0 days 08:59:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:59:00.000000000,-23334090#0,90,10,0
0 days 08:59:00.000000000,221723366,83.33,10,6.67
0 days 08:59:00.000000000,221731899#2.168,90,10,0
0 days 08:59:00.000000000,349154287#5,83.33,10,6.67
0 days 08:59:00.000000000,5677903#1,83.33,10,6.67
0 days 08:59:30.000000000,-139919720#0,100,0,0
0 days 08:59:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:59:30.000000000,221723366,100,0,0
0 days 08:59:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:59:30.000000000,349154287#5,83.33,10,6.67
0 days 08:59:30.000000000,5677903#1,83.33,10,6.67
0 days 09:00:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:00:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:00:00.000000000,221723366,83.33,10,6.67
0 days 09:00:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:00:00.000000000,349154287#5,83.33,10,6.67
0 days 09:00:00.000000000,5677903#1,83.33,10,6.67
0 days 09:00:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:00:30.000000000,-23334090#0,90,10,0
0 days 09:00:30.000000000,221723366,83.33,10,6.67
0 days 09:00:30.000000000,221731899#2.168,90,10,0
0 days 09:00:30.000000000,349154287#5,83.33,10,6.67
0 days 09:00:30.000000000,5677903#1,83.33,10,6.67
0 days 09:01:00.000000000,-139919720#0,100,0,0
0 days 09:01:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:01:00.000000000,221723366,100,0,0
0 days 09:01:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:01:00.000000000,349154287#5,83.33,10,6.67
0 days 09:01:00.000000000,5677903#1,83.33,10,6.67
0 days 09:01:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:01:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:01:30.000000000,221723366,83.33,10,6.67
0 days 09:01:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:01:30.000000000,349154287#5,83.33,10,6.67
0 days 09:01:30.000000000,5677903#1,83.33,10,6.67
0 days 09:02:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:02:00.000000000,-23334090#0,90,10,0
0 days 09:02:00.000000000,221723366,83.33,10,6.67
0 days 09:02:00.000000000,221731899#2.168,90,10,0
0 days 09:02:00.000000000,349154287#5,83.33,10,6.67
0 days 09:02:00.000000000,5677903#1,83.33,10,6.67
0 days 09:02:30.000000000,-139919720#0,100,0,0
0 days 09:02:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:02:30.000000000,221723366,100,0,0
0 days 09:02:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:02:30.000000000,349154287#5,83.33,10,6.67
0 days 09:02:30.000000000,5677903#1,83.33,10,6.67
0 days 09:03:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:03:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:03:00.000000000,221723366,83.33,10,6.67
0 days 09:03:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:03:00.000000000,349154287#5,83.33,10,6.67
0 days 09:03:00.000000000,5677903#1,83.33,10,6.67
0 days 09:03:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:03:30.000000000,-23334090#0,90,10,0
0 days 09:03:30.000000000,221723366,83.33,10,6.67
0 days 09:03:30.000000000,221731899#2.168,90,10,0
0 days 09:03:30.000000000,349154287#5,83.33,10,6.67
0 days 09:03:30.000000000,5677903#1,83.33,10,6.67
0 days 09:04:00.000000000,-139919720#0,100,0,0
0 days 09:04:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:04:00.000000000,221723366,100,0,0
0 days 09:04:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:04:00.000000000,349154287#5,83.33,10,6.67
0 days 09:04:00.000000000,5677903#1,83.33,10,6.67
0 days 09:04:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:04:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:04:30.000000000,221723366,83.33,10,6.67
0 days 09:04:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:04:30.000000000,349154287#5,83.33,10,6.67
0 days 09:04:30.000000000,5677903#1,83.33,10,6.67
0 days 09:05:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:05:00.000000000,-23334090#0,90,10,0
0 days 09:05:00.000000000,221723366,83.33,10,6.67
0 days 09:05:00.000000000,221731899#2.168,90,10,0
0 days 09:05:00.000000000,349154287#5,83.33,10,6.67
0 days 09:05:00.000000000,5677903#1,83.33,10,6.67
0 days 09:05:30.000000000,-139919720#0,100,0,0
0 days 09:05:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:05:30.000000000,221723366,100,0,0
0 days 09:05:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:05:30.000000000,349154287#5,83.33,10,6.67
0 days 09:05:30.000000000,5677903#1,83.33,10,6.67
0 days 09:06:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:06:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:06:00.000000000,221723366,83.33,10,6.67
0 days 09:06:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:06:00.000000000,349154287#5,83.33,10,6.67
0 days 09:06:00.000000000,5677903#1,83.33,10,6.67
0 days 09:06:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:06:30.000000000,-23334090#0,90,10,0
0 days 09:06:30.000000000,221723366,83.33,10,6.67
0 days 09:06:30.000000000,221731899#2.168,90,10,0
0 days 09:06:30.000000000,349154287#5,83.33,10,6.67
0 days 09:06:30.000000000,5677903#1,83.33,10,6.67
0 days 09:07:00.000000000,-139919720#0,100,0,0
0 days 09:07:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:07:00.000000000,221723366,100,0,0
0 days 09:07:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:07:00.000000000,349154287#5,83.33,10,6.67
0 days 09:07:00.000000000,5677903#1,83.33,10,6.67
0 days 09:07:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:07:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:07:30.000000000,221723366,83.33,10,6.67
0 days 09:07:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:07:30.000000000,349154287#5,83.33,10,6.67
0 days 09:07:30.000000000,5677903#1,83.33,10,6.67
0 days 09:08:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:08:00.000000000,-23334090#0,90,10,0
0 days 09:08:00.000000000,221723366,83.33,10,6.67
0 days 09:08:00.000000000,221731899#2.168,90,10,0
0 days 09:08:00.000000000,349154287#5,83.33,10,6.67
0 days 09:08:00.000000000,5677903#1,83.33,10,6.67
0 days 09:08:30.000000000,-139919720#0,100,0,0
0 days 09:08:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:08:30.000000000,221723366,100,0,0
0 days 09:08:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:08:30.000000000,349154287#5,83.33,10,6.67
0 days 09:08:30.000000000,5677903#1,83.33,10,6.67
0 days 09:09:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:09:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:09:00.000000000,221723366,83.33,10,6.67
0 days 09:09:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:09:00.000000000,349154287#5,83.33,10,6.67
0 days 09:09:00.000000000,5677903#1,83.33,10,6.67
0 days 09:09:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:09:30.000000000,-23334090#0,90,10,0
0 days 09:09:30.000000000,221723366,83.33,10,6.67
0 days 09:09:30.000000000,221731899#2.168,90,10,0
0 days 09:09:30.000000000,349154287#5,83.33,10,6.67
0 days 09:09:30.000000000,5677903#1,83.33,10,6.67
0 days 09:10:00.000000000,-139919720#0,100,0,0
0 days 09:10:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:10:00.000000000,221723366,100,0,0
0 days 09:10:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:10:00.000000000,349154287#5,83.33,10,6.67
0 days 09:10:00.000000000,5677903#1,83.33,10,6.67
0 days 09:10:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:10:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:10:30.000000000,221723366,83.33,10,6.67
0 days 09:10:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:10:30.000000000,349154287#5,83.33,10,6.67
0 days 09:10:30.000000000,5677903#1,83.33,10,6.67
0 days 09:11:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:11:00.000000000,-23334090#0,90,10,0
0 days 09:11:00.000000000,221723366,83.33,10,6.67
0 days 09:11:00.000000000,221731899#2.168,90,10,0
0 days 09:11:00.000000000,349154287#5,83.33,10,6.67
0 days 09:11:00.000000000,5677903#1,83.33,10,6.67
0 days 09:11:30.000000000,-139919720#0,100,0,0
0 days 09:11:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:11:30.000000000,221723366,100,0,0
0 days 09:11:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:11:30.000000000,349154287#5,83.33,10,6.67
0 days 09:11:30.000000000,5677903#1,83.33,10,6.67
0 days 09:12:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:12:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:12:00.000000000,221723366,83.33,10,6.67
0 days 09:12:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:12:00.000000000,349154287#5,83.33,10,6.67
0 days 09:12:00.000000000,5677903#1,83.33,10,6.67
0 days 09:12:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:12:30.000000000,-23334090#0,90,10,0
0 days 09:12:30.000000000,221723366,83.33,10,6.67
0 days 09:12:30.000000000,221731899#2.168,90,10,0
0 days 09:12:30.000000000,349154287#5,83.33,10,6.67
0 days 09:12:30.000000000,5677903#1,83.33,10,6.67
0 days 09:13:00.000000000,-139919720#0,100,0,0
0 days 09:13:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:13:00.000000000,221723366,100,0,0
0 days 09:13:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:13:00.000000000,349154287#5,83.33,10,6.67
0 days 09:13:00.000000000,5677903#1,83.33,10,6.67
0 days 09:13:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:13:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:13:30.000000000,221723366,83.33,10,6.67
0 days 09:13:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:13:30.000000000,349154287#5,83.33,10,6.67
0 days 09:13:30.000000000,5677903#1,83.33,10,6.67
0 days 09:14:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:14:00.000000000,-23334090#0,90,10,0
0 days 09:14:00.000000000,221723366,83.33,10,6.67
0 days 09:14:00.000000000,221731899#2.168,90,10,0
0 days 09:14:00.000000000,349154287#5,83.33,10,6.67
0 days 09:14:00.000000000,5677903#1,83.33,10,6.67
0 days 09:14:30.000000000,-139919720#0,100,0,0
0 days 09:14:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:14:30.000000000,221723366,100,0,0
0 days 09:14:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:14:30.000000000,349154287#5,83.33,10,6.67
0 days 09:14:30.000000000,5677903#1,83.33,10,6.67
0 days 09:15:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:15:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:15:00.000000000,221723366,83.33,10,6.67
0 days 09:15:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:15:00.000000000,349154287#5,83.33,10,6.67
0 days 09:15:00.000000000,5677903#1,83.33,10,6.67
0 days 09:15:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:15:30.000000000,-23334090#0,90,10,0
0 days 09:15:30.000000000,221723366,83.33,10,6.67
0 days 09:15:30.000000000,221731899#2.168,90,10,0
0 days 09:15:30.000000000,349154287#5,83.33,10,6.67
0 days 09:15:30.000000000,5677903#1,83.33,10,6.67
0 days 09:16:00.000000000,-139919720#0,100,0,0
0 days 09:16:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:16:00.000000000,221723366,100,0,0
0 days 09:16:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:16:00.000000000,349154287#5,83.33,10,6.67
0 days 09:16:00.000000000,5677903#1,83.33,10,6.67
0 days 09:16:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:16:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:16:30.000000000,221723366,83.33,10,6.67
0 days 09:16:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:16:30.000000000,349154287#5,83.33,10,6.67
0 days 09:16:30.000000000,5677903#1,83.33,10,6.67
0 days 09:17:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:17:00.000000000,-23334090#0,90,10,0
0 days 09:17:00.000000000,221723366,83.33,10,6.67
0 days 09:17:00.000000000,221731899#2.168,90,10,0
0 days 09:17:00.000000000,349154287#5,83.33,10,6.67
0 days 09:17:00.000000000,5677903#1,83.33,10,6.67
0 days 09:17:30.000000000,-139919720#0,100,0,0
0 days 09:17:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:17:30.000000000,221723366,100,0,0
0 days 09:17:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:17:30.000000000,349154287#5,83.33,10,6.67
0 days 09:17:30.000000000,5677903#1,83.33,10,6.67
0 days 09:18:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:18:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:18:00.000000000,221723366,83.33,10,6.67
0 days 09:18:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:18:00.000000000,349154287#5,83.33,10,6.67
0 days 09:18:00.000000000,5677903#1,83.33,10,6.67
0 days 09:18:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:18:30.000000000,-23334090#0,90,10,0
0 days 09:18:30.000000000,221723366,83.33,10,6.67
0 days 09:18:30.000000000,221731899#2.168,90,10,0
0 days 09:18:30.000000000,349154287#5,83.33,10,6.67
0 days 09:18:30.000000000,5677903#1,83.33,10,6.67
0 days 09:19:00.000000000,-139919720#0,100,0,0
0 days 09:19:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:19:00.000000000,221723366,100,0,0
0 days 09:19:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:19:00.000000000,349154287#5,83.33,10,6.67
0 days 09:19:00.000000000,5677903#1,83.33,10,6.67
0 days 09:19:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:19:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:19:30.000000000,221723366,83.33,10,6.67
0 days 09:19:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:19:30.000000000,349154287#5,83.33,10,6.67
0 days 09:19:30.000000000,5677903#1,83.33,10,6.67
0 days 09:20:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:20:00.000000000,-23334090#0,90,10,0
0 days 09:20:00.000000000,221723366,83.33,10,6.67
0 days 09:20:00.000000000,221731899#2.168,90,10,0
0 days 09:20:00.000000000,349154287#5,83.33,10,6.67
0 days 09:20:00.000000000,5677903#1,83.33,10,6.67
0 days 09:20:30.000000000,-139919720#0,100,0,0
0 days 09:20:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:20:30.000000000,221723366,100,0,0
0 days 09:20:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:20:30.000000000,349154287#5,83.33,10,6.67
0 days 09:20:30.000000000,5677903#1,83.33,10,6.67
0 days 09:21:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:21:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:21:00.000000000,221723366,83.33,10,6.67
0 days 09:21:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:21:00.000000000,349154287#5,83.33,10,6.67
0 days 09:21:00.000000000,5677903#1,83.33,10,6.67
0 days 09:21:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:21:30.000000000,-23334090#0,90,10,0
0 days 09:21:30.000000000,221723366,83.33,10,6.67
0 days 09:21:30.000000000,221731899#2.168,90,10,0
0 days 09:21:30.000000000,349154287#5,83.33,10,6.67
0 days 09:21:30.000000000,5677903#1,83.33,10,6.67
0 days 09:22:00.000000000,-139919720#0,100,0,0
0 days 09:22:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:22:00.000000000,221723366,100,0,0
0 days 09:22:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:22:00.000000000,349154287#5,83.33,10,6.67
0 days 09:22:00.000000000,5677903#1,83.33,10,6.67
0 days 09:22:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:22:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:22:30.000000000,221723366,83.33,10,6.67
0 days 09:22:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:22:30.000000000,349154287#5,83.33,10,6.67
0 days 09:22:30.000000000,5677903#1,83.33,10,6.67
0 days 09:23:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:23:00.000000000,-23334090#0,90,10,0
0 days 09:23:00.000000000,221723366,83.33,10,6.67
0 days 09:23:00.000000000,221731899#2.168,90,10,0
0 days 09:23:00.000000000,349154287#5,83.33,10,6.67
0 days 09:23:00.000000000,5677903#1,83.33,10,6.67
0 days 09:23:30.000000000,-139919720#0,100,0,0
0 days 09:23:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:23:30.000000000,221723366,100,0,0
0 days 09:23:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:23:30.000000000,349154287#5,83.33,10,6.67
0 days 09:23:30.000000000,5677903#1,83.33,10,6.67
0 days 09:24:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:24:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:24:00.000000000,221723366,83.33,10,6.67
0 days 09:24:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:24:00.000000000,349154287#5,83.33,10,6.67
0 days 09:24:00.000000000,5677903#1,83.33,10,6.67
0 days 09:24:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:24:30.000000000,-23334090#0,90,10,0
0 days 09:24:30.000000000,221723366,83.33,10,6.67
0 days 09:24:30.000000000,221731899#2.168,90,10,0
0 days 09:24:30.000000000,349154287#5,83.33,10,6.67
0 days 09:24:30.000000000,5677903#1,83.33,10,6.67
0 days 09:25:00.000000000,-139919720#0,100,0,0
0 days 09:25:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:25:00.000000000,221723366,100,0,0
0 days 09:25:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:25:00.000000000,349154287#5,83.33,10,6.67
0 days 09:25:00.000000000,5677903#1,83.33,10,6.67
0 days 09:25:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:25:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:25:30.000000000,221723366,83.33,10,6.67
0 days 09:25:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:25:30.000000000,349154287#5,83.33,10,6.67
0 days 09:25:30.000000000,5677903#1,83.33,10,6.67
0 days 09:26:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:26:00.000000000,-23334090#0,90,10,0
0 days 09:26:00.000000000,221723366,83.33,10,6.67
0 days 09:26:00.000000000,221731899#2.168,90,10,0
0 days 09:26:00.000000000,349154287#5,83.33,10,6.67
0 days 09:26:00.000000000,5677903#1,83.33,10,6.67
0 days 09:26:30.000000000,-139919720#0,100,0,0
0 days 09:26:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:26:30.000000000,221723366,100,0,0
0 days 09:26:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:26:30.000000000,349154287#5,83.33,10,6.67
0 days 09:26:30.000000000,5677903#1,83.33,10,6.67
0 days 09:27:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:27:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:27:00.000000000,221723366,83.33,10,6.67
0 days 09:27:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:27:00.000000000,349154287#5,83.33,10,6.67
0 days 09:27:00.000000000,5677903#1,83.33,10,6.67
0 days 09:27:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:27:30.000000000,-23334090#0,90,10,0
0 days 09:27:30.000000000,221723366,83.33,10,6.67
0 days 09:27:30.000000000,221731899#2.168,90,10,0
0 days 09:27:30.000000000,349154287#5,83.33,10,6.67
0 days 09:27:30.000000000,5677903#1,83.33,10,6.67
0 days 09:28:00.000000000,-139919720#0,100,0,0
0 days 09:28:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:28:00.000000000,221723366,100,0,0
0 days 09:28:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:28:00.000000000,349154287#5,83.33,10,6.67
0 days 09:28:00.000000000,5677903#1,83.33,10,6.67
0 days 09:28:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:28:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:28:30.000000000,221723366,83.33,10,6.67
0 days 09:28:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:28:30.000000000,349154287#5,83.33,10,6.67
0 days 09:28:30.000000000,5677903#1,83.33,10,6.67
0 days 09:29:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:29:00.000000000,-23334090#0,90,10,0
0 days 09:29:00.000000000,221723366,83.33,10,6.67
0 days 09:29:00.000000000,221731899#2.168,90,10,0
0 days 09:29:00.000000000,349154287#5,83.33,10,6.67
0 days 09:29:00.000000000,5677903#1,83.33,10,6.67
0 days 09:29:30.000000000,-139919720#0,100,0,0
0 days 09:29:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:29:30.000000000,221723366,100,0,0
0 days 09:29:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:29:30.000000000,349154287#5,83.33,10,6.67
0 days 09:29:30.000000000,5677903#1,83.33,10,6.67
0 days 09:30:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:30:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:30:00.000000000,221723366,83.33,10,6.67
0 days 09:30:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:30:00.000000000,349154287#5,83.33,10,6.67
0 days 09:30:00.000000000,5677903#1,83.33,10,6.67
0 days 09:30:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:30:30.000000000,-23334090#0,90,10,0
0 days 09:30:30.000000000,221723366,83.33,10,6.67
0 days 09:30:30.000000000,221731899#2.168,90,10,0
0 days 09:30:30.000000000,349154287#5,83.33,10,6.67
0 days 09:30:30.000000000,5677903#1,83.33,10,6.67
0 days 09:31:00.000000000,-139919720#0,100,0,0
0 days 09:31:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:31:00.000000000,221723366,100,0,0
0 days 09:31:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:31:00.000000000,349154287#5,83.33,10,6.67
0 days 09:31:00.000000000,5677903#1,83.33,10,6.67
0 days 09:31:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:31:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:31:30.000000000,221723366,83.33,10,6.67
0 days 09:31:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:31:30.000000000,349154287#5,83.33,10,6.67
0 days 09:31:30.000000000,5677903#1,83.33,10,6.67
0 days 09:32:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:32:00.000000000,-23334090#0,90,10,0
0 days 09:32:00.000000000,221723366,83.33,10,6.67
0 days 09:32:00.000000000,221731899#2.168,90,10,0
0 days 09:32:00.000000000,349154287#5,83.33,10,6.67
0 days 09:32:00.000000000,5677903#1,83.33,10,6.67
0 days 09:32:30.000000000,-139919720#0,100,0,0
0 days 09:32:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:32:30.000000000,221723366,100,0,0
0 days 09:32:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:32:30.000000000,349154287#5,83.33,10,6.67
0 days 09:32:30.000000000,5677903#1,83.33,10,6.67
0 days 09:33:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:33:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:33:00.000000000,221723366,83.33,10,6.67
0 days 09:33:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:33:00.000000000,349154287#5,83.33,10,6.67
0 days 09:33:00.000000000,5677903#1,83.33,10,6.67
0 days 09:33:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:33:30.000000000,-23334090#0,90,10,0
0 days 09:33:30.000000000,221723366,83.33,10,6.67
0 days 09:33:30.000000000,221731899#2.168,90,10,0
0 days 09:33:30.000000000,349154287#5,83.33,10,6.67
0 days 09:33:30.000000000,5677903#1,83.33,10,6.67
0 days 09:34:00.000000000,-139919720#0,100,0,0
0 days 09:34:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:34:00.000000000,221723366,100,0,0
0 days 09:34:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:34:00.000000000,349154287#5,83.33,10,6.67
0 days 09:34:00.000000000,5677903#1,83.33,10,6.67
0 days 09:34:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:34:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:34:30.000000000,221723366,83.33,10,6.67
0 days 09:34:30.000000000,221731899#2.168,96.67,3.33,0
0 days 09:34:30.000000000,349154287#5,83.33,10,6.67
0 days 09:34:30.000000000,5677903#1,83.33,10,6.67
0 days 09:35:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:35:00.000000000,-23334090#0,90,10,0
0 days 09:35:00.000000000,221723366,83.33,10,6.67
0 days 09:35:00.000000000,221731899#2.168,90,10,0
0 days 09:35:00.000000000,349154287#5,83.33,10,6.67
0 days 09:35:00.000000000,5677903#1,83.33,10,6.67
0 days 09:35:30.000000000,-139919720#0,100,0,0
0 days 09:35:30.000000000,-23334090#0,93.33,6.67,0
0 days 09:35:30.000000000,221723366,100,0,0
0 days 09:35:30.000000000,221731899#2.168,93.33,6.67,0
0 days 09:35:30.000000000,349154287#5,83.33,10,6.67
0 days 09:35:30.000000000,5677903#1,83.33,10,6.67
0 days 09:36:00.000000000,-139919720#0,83.33,10,6.67
0 days 09:36:00.000000000,-23334090#0,96.67,3.33,0
0 days 09:36:00.000000000,221723366,83.33,10,6.67
0 days 09:36:00.000000000,221731899#2.168,96.67,3.33,0
0 days 09:36:00.000000000,349154287#5,83.33,10,6.67
0 days 09:36:00.000000000,5677903#1,83.33,10,6.67
0 days 09:36:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:36:30.000000000,-23334090#0,90,10,0
0 days 09:36:30.000000000,221723366,83.33,10,6.67
0 days 09:36:30.000000000,221731899#2.168,90,10,0
0 days 09:36:30.000000000,349154287#5,83.33,10,6.67
0 days 09:36:30.000000000,5677903#1,83.33,10,6.67
0 days 09:37:00.000000000,-139919720#0,100,0,0
0 days 09:37:00.000000000,-23334090#0,93.33,6.67,0
0 days 09:37:00.000000000,221723366,100,0,0
0 days 09:37:00.000000000,221731899#2.168,93.33,6.67,0
0 days 09:37:00.000000000,349154287#5,83.33,10,6.67
0 days 09:37:00.000000000,5677903#1,83.33,10,6.67
0 days 09:37:30.000000000,-139919720#0,83.33,10,6.67
0 days 09:37:30.000000000,-23334090#0,96.67,3.33,0
0 days 09:37:30.000000000,221723366,83.33,10,6.67
0 days 09:37:30.000000000,221731899#2.168,96.67,3.33,0
